SentenceID,Technique,SentenceText,User_ID,Response
181,1,"and perhaps a third, but a casual scan of the Construct project pages doesn't tell me if it is available: have Construct output JSON or at least a JSON-compatible dictionary, perhaps by using adapters.",008b58b84d46a50e0332032e0d3d9e3a,Strongly agree
183,3,"In this case skipping just by type should suffice, but in case the <code>_io</code> key holds some other undesirable data this guarantees it won't be in the final result.",008b58b84d46a50e0332032e0d3d9e3a,Agree
184,2,"Of course, if your structure contains some other exotic data or data that is represented in JSON differently based on its type, this approach might mess it up as it turns all mappings into <code>dict</code> and all sequences into <code>list</code>.",008b58b84d46a50e0332032e0d3d9e3a,Strongly agree
184,1,"Of course, if your structure contains some other exotic data or data that is represented in JSON differently based on its type, this approach might mess it up as it turns all mappings into <code>dict</code> and all sequences into <code>list</code>.",008b58b84d46a50e0332032e0d3d9e3a,Strongly agree
192,2,"Do add proper error handling like if file does not exists, then send back <code>404</code> using something like below:",008b58b84d46a50e0332032e0d3d9e3a,Disagree
192,1,"Do add proper error handling like if file does not exists, then send back <code>404</code> using something like below:",008b58b84d46a50e0332032e0d3d9e3a,Disagree
193,1,Please use this method carefully and only if you know what you are doing.,008b58b84d46a50e0332032e0d3d9e3a,Strongly disagree
194,3,If you do not wanted to create a designated directory (in this case 'public' folder) and put all your top level folders there in order to access it.,008b58b84d46a50e0332032e0d3d9e3a,Strongly agree
195,2,Loop through the object and check to see if car1 exists on the next level down.,008b58b84d46a50e0332032e0d3d9e3a,Strongly agree
195,1,Loop through the object and check to see if car1 exists on the next level down.,008b58b84d46a50e0332032e0d3d9e3a,Strongly agree
196,1," The good news is this will work if given an Array of objects as well instead of a nested Object, but only because we don't care about the keys that hold the objects and only that an object actually has a 'car1' property",008b58b84d46a50e0332032e0d3d9e3a,Strongly agree
196,3," The good news is this will work if given an Array of objects as well instead of a nested Object, but only because we don't care about the keys that hold the objects and only that an object actually has a 'car1' property",008b58b84d46a50e0332032e0d3d9e3a,Strongly agree
242,6,You can then access your <code>user.json</code> in the folder <code>/api/user.json</code> at <code>localhost:8081/api/user.json</code>,008b58b84d46a50e0332032e0d3d9e3a,Disagree
253,6,"You're not looping over an Array, you are looping over the properties of an Object with a <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/for...in"" rel=""nofollow noreferrer""><code>for...in</code></a> loop.",008b58b84d46a50e0332032e0d3d9e3a,Strongly agree
258,1,"<a href=""https://docs.python.org/3/library/json.html#json.dump"" rel=""nofollow noreferrer""><code>skipkeys</code></a> doesn't do what you might think it does - it instructs the <a href=""https://docs.python.org/3/library/json.html#json.JSONEncoder"" rel=""nofollow noreferrer""><code>json.JSONEncoder</code></a> to skip keys that are not of a <em>basic</em> type, not the values of the keys - i.e. if your had a <code>dict</code> <code>{object(): ""foobar""}</code> it would skip the <code>object()</code> key, whereas without <code>skipkeys</code> set to <code>True</code> it would raise a <code>TypeError</code>.",008b58b84d46a50e0332032e0d3d9e3a,Strongly agree
258,6,"<a href=""https://docs.python.org/3/library/json.html#json.dump"" rel=""nofollow noreferrer""><code>skipkeys</code></a> doesn't do what you might think it does - it instructs the <a href=""https://docs.python.org/3/library/json.html#json.JSONEncoder"" rel=""nofollow noreferrer""><code>json.JSONEncoder</code></a> to skip keys that are not of a <em>basic</em> type, not the values of the keys - i.e. if your had a <code>dict</code> <code>{object(): ""foobar""}</code> it would skip the <code>object()</code> key, whereas without <code>skipkeys</code> set to <code>True</code> it would raise a <code>TypeError</code>.",008b58b84d46a50e0332032e0d3d9e3a,Strongly agree
173,1,But if you need to use older versions:,0f6f9cc0bcb338401e6e9ad2aac3aa7f,Disagree
175,3,Then your <code>typings.d.ts</code> should be in the <code>src</code> directory as described in <code>include</code> property,0f6f9cc0bcb338401e6e9ad2aac3aa7f,Neither agree or disagree
231,1,"Probably, the compiler is giving you a warning, but allows you to have such a constructor, even if it will result in undefined behavior or <strong>slicing</strong> an instance of <code>MyObject</code> every time it is passed by value.",0f6f9cc0bcb338401e6e9ad2aac3aa7f,Strongly agree
231,3,"Probably, the compiler is giving you a warning, but allows you to have such a constructor, even if it will result in undefined behavior or <strong>slicing</strong> an instance of <code>MyObject</code> every time it is passed by value.",0f6f9cc0bcb338401e6e9ad2aac3aa7f,Strongly agree
232,2,"Furthermore, if you want to exploit polymorphic behavior you must use pointers, even if there is no explicit need to cast to derived classes in your code, as far as I can see.",0f6f9cc0bcb338401e6e9ad2aac3aa7f,Agree
